,Geography,cases,deaths,Estimated % of Households Below poverty level,Total Households,Household has three or more generations
597,17019.0,1743,8.0,19.2,80665,1609
598,17021.0,4750,51.0,10.5,14055,369
599,17023.0,5232,44.0,8.6,6782,145
600,17025.0,79243,309.0,15.8,5697,134
601,17027.0,11824,133.0,8.7,14005,298
602,17029.0,5496,60.0,20.7,21463,470
603,17031.0,5477,76.0,13.3,1966356,112889
604,17033.0,13285,124.0,14.0,7763,182
605,17035.0,17606,181.0,10.5,4377,91
606,17039.0,1388277,15292.0,10.2,6811,148
607,17037.0,7254,63.0,16.6,38484,1003
608,17041.0,3764,50.0,11.5,7720,200
609,17043.0,4888,47.0,6.4,337132,12507
610,17045.0,29064,207.0,13.7,7839,204
611,17047.0,7400,65.0,12.4,2840,58
612,17049.0,263772,1869.0,11.5,13515,297
613,17051.0,6003,80.0,15.5,8311,211
614,17053.0,1996,29.0,12.1,5676,110
615,17055.0,11995,153.0,20.0,16617,474
616,17057.0,8060,104.0,13.6,14536,372
617,17059.0,5008,77.0,24.0,2403,88
618,17061.0,14191,186.0,13.0,5570,166
619,17063.0,11758,140.0,6.7,18546,621
620,17065.0,1704,21.0,12.3,3489,87
621,17067.0,3990,60.0,10.7,8040,161
622,17069.0,14762,147.0,16.3,1915,43
623,17071.0,2449,35.0,8.0,3149,91
624,17073.0,4954,60.0,10.5,20373,490
625,17075.0,1300,20.0,13.0,11956,319
626,17077.0,1383,28.0,24.2,25538,496
627,17079.0,14672,152.0,12.2,3940,85
628,17081.0,8103,125.0,13.4,15365,422
629,17083.0,18592,140.0,9.8,8828,241
630,17085.0,3025,33.0,9.7,9753,174
631,17087.0,12530,178.0,12.9,4584,99
632,17089.0,7258,93.0,8.5,170479,9111
633,17091.0,4698,43.0,12.9,41511,1695
634,17093.0,5204,47.0,4.7,38022,1700
635,17095.0,152133,1209.0,17.0,21535,559
636,17099.0,33260,385.0,12.4,45347,1298
637,17097.0,38202,175.0,7.9,241712,10109
638,17101.0,14736,256.0,12.1,6130,176
639,17103.0,33903,451.0,13.6,13758,389
640,17105.0,188986,1528.0,12.0,14613,350
641,17107.0,6269,54.0,9.7,11070,254
642,17115.0,10458,123.0,14.7,45855,1296
643,17117.0,12155,150.0,12.9,19381,492
644,17119.0,11367,107.0,12.0,108094,3513
645,17121.0,36216,367.0,14.8,16148,512
646,17123.0,14669,172.0,12.8,5161,96
647,17125.0,81269,888.0,13.7,6079,160
648,17127.0,13572,221.0,18.8,6362,209
649,17109.0,3220,35.0,22.3,13057,161
650,17111.0,4453,65.0,6.7,109199,3856
651,17113.0,4339,74.0,15.8,65104,1223
652,17129.0,8340,115.0,7.4,5140,115
653,17131.0,90123,521.0,10.0,6734,169
654,17133.0,59557,347.0,4.2,12589,304
655,17135.0,4121,29.0,15.9,11652,293
656,17137.0,4636,51.0,12.6,14104,356
657,17139.0,10632,132.0,9.0,5758,117
658,17141.0,11190,114.0,9.1,20856,585
659,17143.0,11242,151.0,15.5,75793,2355
660,17145.0,4609,57.0,16.7,8335,203
661,17147.0,16033,138.0,5.7,6782,143
662,17149.0,54785,558.0,14.8,6639,166
663,17151.0,8463,106.0,21.1,1829,48
664,17153.0,5087,29.0,20.1,2642,101
665,17155.0,5657,72.0,9.6,2509,58
666,17157.0,1109,9.0,11.6,12314,310
667,17159.0,1941,22.0,12.9,6726,126
668,17161.0,1314,11.0,13.1,61303,1810
669,17165.0,11876,138.0,19.4,10379,326
670,17167.0,5824,85.0,13.3,82986,2162
671,17169.0,39175,541.0,7.5,3040,64
672,17171.0,9452,115.0,9.8,2214,46
673,17173.0,68508,460.0,10.1,9216,193
674,17163.0,2318,29.0,14.7,105045,4583
675,17175.0,1420,13.0,12.8,2425,55
676,17177.0,6990,82.0,14.9,19845,525
677,17179.0,81379,806.0,8.8,54146,1301
678,17181.0,1716,39.0,16.4,7167,202
679,17183.0,42337,523.0,16.9,32655,1097
680,17185.0,6268,70.0,11.9,5012,129
681,17187.0,0,2626.0,11.7,6918,182
682,17189.0,32201,320.0,8.5,5926,144
683,17191.0,4354,32.0,13.0,7102,134
684,17193.0,4640,90.0,16.1,6313,146
685,17195.0,3835,42.0,9.9,23740,670
686,17197.0,6198,89.0,7.1,225256,11563
687,17199.0,5044,63.0,15.0,27421,670
688,17201.0,18154,278.0,14.4,115501,4688
689,17203.0,197341,1677.0,7.1,14276,307
690,18001.0,26433,275.0,13.7,12011,344
691,18003.0,91096,887.0,11.6,137851,4179
692,18005.0,11734,128.0,11.2,29860,967
693,18007.0,8009,117.0,11.8,3479,93
694,18009.0,115550,1221.0,17.4,5236,163
695,18011.0,24552,257.0,7.8,21149,507
696,18013.0,2773,24.0,9.4,6199,233
697,18015.0,3449,72.0,7.8,7900,195
698,18017.0,16762,196.0,12.0,14858,525
699,18019.0,2861,63.0,9.5,44248,1648
700,18021.0,4664,71.0,10.0,10447,376
701,18023.0,13083,174.0,9.8,12105,507
702,18025.0,36793,412.0,16.4,4303,145
703,18027.0,7658,95.0,14.4,11329,385
704,18033.0,10142,138.0,9.7,15951,555
705,18029.0,2829,41.0,9.8,18743,715
706,18031.0,8319,155.0,10.3,9977,320
707,18035.0,12650,155.0,20.7,46516,1206
708,18037.0,15049,144.0,9.5,16133,323
709,18039.0,7896,151.0,11.5,70244,2949
710,18041.0,28091,464.0,16.6,9719,393
711,18043.0,13906,166.0,9.5,29479,921
712,18045.0,58328,756.0,12.7,6935,203
713,18047.0,7646,152.0,7.8,8579,261
714,18049.0,22087,314.0,12.9,8237,277
715,18051.0,6062,107.0,9.4,13255,340
716,18053.0,4893,69.0,16.8,27245,928
717,18055.0,5381,109.0,13.5,13487,414
718,18057.0,13245,153.0,4.4,99835,2190
719,18059.0,19391,371.0,5.8,26304,838
720,18061.0,8278,144.0,9.1,15192,524
721,18063.0,91610,691.0,5.6,52368,1682
722,18065.0,23233,273.0,12.6,19077,665
723,18067.0,12219,145.0,11.9,34301,1029
724,18069.0,45002,576.0,10.6,14218,400
725,18071.0,14778,241.0,14.0,16501,565
726,18073.0,28305,463.0,9.5,12232,434
727,18075.0,13143,165.0,12.1,8133,262
728,18077.0,14045,136.0,16.7,12635,366
729,18079.0,10254,155.0,10.6,10680,460
730,18081.0,5433,83.0,7.8,52242,1759
731,18083.0,10447,167.0,15.6,15249,390
732,18085.0,7688,116.0,9.1,29197,959
733,18087.0,47573,635.0,7.7,11598,358
734,18091.0,12575,157.0,12.6,42331,1566
735,18089.0,21623,242.0,14.5,188157,9972
736,18093.0,6242,105.0,12.3,18811,559
737,18095.0,29460,379.0,15.1,51927,1840
738,18097.0,123447,1891.0,15.3,366176,14651
739,18099.0,13642,272.0,12.9,17406,616
740,18101.0,36772,669.0,11.8,4216,114
741,18103.0,252471,3085.0,14.0,13456,416
742,18105.0,13256,202.0,20.2,54864,858
743,18107.0,2432,27.0,11.4,14979,411
744,18109.0,10179,165.0,8.6,25765,1111
745,18111.0,32371,295.0,11.2,5503,236
746,18113.0,11562,167.0,8.0,17355,639
747,18115.0,18341,292.0,11.6,2477,89
748,18117.0,2909,70.0,15.1,7872,240
749,18119.0,14579,165.0,11.1,8486,323
750,18121.0,1638,19.0,12.1,6222,205
751,18123.0,5565,100.0,13.1,7476,212
752,18125.0,6533,131.0,10.8,5186,151
753,18127.0,4023,49.0,9.8,61998,2246
754,18129.0,5385,71.0,10.9,10171,281
755,18131.0,4162,51.0,12.0,5282,153
756,18133.0,44017,580.0,8.3,12917,433
757,18135.0,7348,60.0,12.8,10451,270
758,18137.0,3342,87.0,12.1,10789,357
759,18139.0,10435,131.0,11.4,6767,251
760,18143.0,6540,155.0,14.6,9397,433
761,18145.0,9292,142.0,9.4,17302,592
762,18147.0,5480,59.0,8.6,8082,240
763,18141.0,8884,111.0,14.2,103069,3430
764,18149.0,15477,185.0,17.9,9038,428
765,18151.0,5727,61.0,8.8,13310,387
766,18153.0,79188,911.0,12.7,7823,242
767,18155.0,5242,104.0,19.5,4034,162
768,18157.0,10699,122.0,18.5,65532,1487
769,18159.0,5935,77.0,6.9,6376,181
770,18161.0,2489,20.0,6.6,2938,79
771,18163.0,3808,89.0,15.1,74454,2105
772,18165.0,2175,22.0,14.5,6619,190
773,18167.0,0,77.0,17.8,41361,1361
774,18169.0,65686,650.0,11.4,12777,398
775,18171.0,4611,80.0,9.4,3337,105
776,18173.0,32634,421.0,6.5,22505,655
777,18175.0,9579,163.0,12.8,10850,435
778,18177.0,2270,30.0,16.1,27551,940
779,18179.0,23075,245.0,9.0,10780,264
780,18181.0,6647,90.0,8.5,9741,276
781,18183.0,21659,348.0,7.9,13001,329
782,19001.0,7076,137.0,11.3,3292,50
783,19003.0,7755,98.0,11.9,1715,20
784,19005.0,10599,86.0,10.3,5845,86
785,19007.0,1705,51.0,16.8,5627,110
786,19009.0,881,14.0,9.4,2617,37
787,19011.0,3076,62.0,9.5,10302,173
788,19013.0,3164,70.0,14.6,52470,1190
789,19015.0,1211,21.0,7.0,10728,183
790,19017.0,6686,80.0,6.5,9385,97
791,19019.0,36540,498.0,8.2,8161,147
792,19021.0,6096,60.0,10.1,7522,243
793,19023.0,6038,85.0,12.4,6120,80
794,19025.0,5186,65.0,12.1,4242,48
795,19027.0,6690,59.0,9.6,8683,89
796,19029.0,3556,56.0,12.5,5980,88
797,19031.0,2871,26.0,8.0,7511,110
798,19033.0,5382,76.0,10.2,19350,295
799,19035.0,3097,80.0,10.8,5207,76
800,19037.0,4663,40.0,9.7,5204,41
801,19039.0,12107,172.0,16.7,3701,82
802,19041.0,3359,68.0,12.8,7282,72
803,19043.0,2967,34.0,9.8,7599,86
804,19045.0,2515,41.0,12.3,20223,470
805,19047.0,4500,48.0,16.0,6413,172
806,19049.0,3794,75.0,5.9,25240,435
807,19051.0,13048,154.0,10.4,3201,62
808,19053.0,4756,54.0,18.0,3223,60
809,19055.0,25576,151.0,9.6,7062,83
810,19057.0,1716,35.0,15.8,17003,436
811,19059.0,1696,28.0,6.5,7554,73
812,19061.0,4454,69.0,10.2,36815,617
813,19063.0,10265,147.0,9.5,4236,60
814,19065.0,4442,76.0,12.4,8634,114
815,19067.0,28949,305.0,12.4,6886,122
816,19069.0,2516,54.0,16.3,4332,85
817,19071.0,4607,80.0,8.7,3064,80
818,19073.0,3978,63.0,9.6,3996,62
819,19075.0,2770,44.0,5.4,5131,64
820,19077.0,1512,26.0,9.8,4544,75
821,19079.0,1902,24.0,9.9,6540,112
822,19081.0,2807,45.0,12.1,4741,57
823,19083.0,2604,47.0,10.4,7296,87
824,19085.0,3731,77.0,10.2,5987,132
825,19087.0,3093,49.0,10.1,7666,165
826,19089.0,4619,64.0,10.8,3944,38
827,19091.0,3651,95.0,13.5,4209,57
828,19093.0,6098,78.0,13.4,3052,43
829,19095.0,2219,37.0,8.4,6677,94
830,19097.0,2888,39.0,11.4,8289,124
831,19099.0,1961,49.0,9.7,14806,283
832,19101.0,4075,50.0,15.2,6846,98
833,19103.0,5187,71.0,17.1,52715,589
834,19105.0,9724,118.0,8.7,8181,99
835,19107.0,3945,53.0,12.6,4408,82
836,19109.0,41558,158.0,11.7,6697,71
837,19111.0,6064,78.0,11.6,14610,379
838,19113.0,2272,49.0,8.9,86134,1647
839,19115.0,4153,92.0,9.9,4346,160
840,19117.0,8592,146.0,15.1,3689,79
841,19119.0,59813,620.0,6.5,4442,32
842,19121.0,2764,64.0,5.9,6025,116
843,19123.0,1982,32.0,13.7,8975,148
844,19125.0,2915,52.0,8.3,12723,202
845,19127.0,3446,42.0,11.6,15538,488
846,19129.0,5431,92.0,7.0,5605,143
847,19131.0,8319,127.0,7.0,4395,25
848,19133.0,10620,119.0,13.6,4050,66
849,19135.0,3738,45.0,13.5,3213,71
850,19137.0,2667,49.0,11.9,4558,72
851,19139.0,1925,51.0,10.1,16412,552
852,19141.0,2046,52.0,10.3,6069,76
853,19143.0,2421,57.0,9.7,2682,35
854,19145.0,10614,132.0,12.2,6393,109
855,19147.0,3680,72.0,6.8,3994,43
856,19149.0,1453,22.0,6.5,9875,151
857,19151.0,3600,49.0,12.6,3233,39
858,19153.0,2237,40.0,9.5,170197,4441
859,19155.0,6727,106.0,11.0,36775,1311
860,19157.0,1796,27.0,13.1,7555,114
861,19159.0,139617,1151.0,9.3,2047,39
862,19161.0,26376,327.0,10.5,4482,52
863,19163.0,4271,63.0,11.5,66765,1873
864,19165.0,1227,36.0,10.9,5085,63
865,19167.0,2688,40.0,5.5,11584,148
866,19169.0,46078,415.0,19.9,34736,367
867,19171.0,2958,53.0,12.2,6947,211
868,19173.0,8477,90.0,8.4,2679,39
869,19175.0,21925,92.0,11.3,5271,89
870,19177.0,1418,23.0,13.0,3108,62
871,19179.0,2984,53.0,16.5,14552,444
872,19181.0,417,0.0,8.2,17262,349
873,19183.0,1534,27.0,8.5,8741,136
874,19185.0,9775,213.0,12.8,2652,54
875,19187.0,13729,139.0,13.3,15580,282
876,19189.0,6294,81.0,8.4,4597,51
877,19191.0,1399,33.0,9.5,7997,83
878,19193.0,11427,171.0,12.7,39052,1254
879,19195.0,3263,47.0,6.2,3172,40
880,19197.0,4276,54.0,12.0,5625,88
881,20001.0,31299,345.0,14.6,5475,129
882,20003.0,1917,17.0,13.8,3260,92
883,20005.0,3851,67.0,12.3,6241,193
884,20007.0,4566,58.0,16.6,2139,36
885,20009.0,2385,35.0,13.1,11283,220
886,20011.0,4719,38.0,14.7,5986,161
887,20013.0,1122,10.0,11.4,4094,90
888,20015.0,7093,108.0,10.7,23992,702
889,20017.0,5092,57.0,7.7,1150,26
890,20019.0,2990,49.0,20.4,1612,29
891,20021.0,20888,204.0,16.1,8625,312
892,20023.0,741,7.0,13.5,1260,11
893,20025.0,920,18.0,10.9,923,14
894,20027.0,6843,90.0,11.2,3559,75
895,20029.0,688,14.0,11.1,3910,58
896,20031.0,539,8.0,13.1,3497,71
897,20033.0,2215,39.0,10.1,824,9
898,20035.0,2429,43.0,14.4,13940,402
899,20037.0,2650,44.0,21.1,15729,322
900,20039.0,462,17.0,14.6,1378,13
901,20041.0,11662,163.0,10.7,8073,193
902,20043.0,13711,133.0,16.0,3136,76
903,20045.0,665,20.0,16.1,43576,730
904,20047.0,5434,88.0,11.6,1302,23
905,20049.0,2683,35.0,16.7,1284,29
906,20051.0,31208,151.0,17.3,11908,168
907,20053.0,626,14.0,8.9,2463,29
908,20055.0,623,12.0,12.8,12359,693
909,20057.0,7832,87.0,9.3,11145,647
910,20059.0,2247,32.0,12.4,10104,314
911,20061.0,12664,117.0,14.4,12690,454
912,20063.0,11616,117.0,9.0,1154,10
913,20065.0,7583,93.0,17.3,1196,15
914,20067.0,10581,79.0,10.8,2716,112
915,20069.0,871,23.0,4.1,2153,55
916,20071.0,627,15.0,8.4,525,7
917,20073.0,2603,37.0,13.8,2988,55
918,20075.0,1307,22.0,7.6,1060,24
919,20077.0,371,3.0,14.4,2545,49
920,20079.0,2003,24.0,11.9,13411,320
921,20081.0,528,3.0,11.1,1510,33
922,20083.0,1770,29.0,8.2,803,10
923,20085.0,10944,125.0,10.9,5228,169
924,20087.0,1033,12.0,6.9,7366,232
925,20089.0,464,11.0,13.9,1450,16
926,20091.0,4295,32.0,5.2,212882,4625
927,20093.0,5318,68.0,11.3,1400,57
928,20095.0,874,15.0,6.6,3227,49
929,20097.0,166918,1258.0,6.5,1014,16
930,20099.0,1340,21.0,14.9,8822,269
931,20101.0,2134,28.0,19.1,799,4
932,20103.0,711,7.0,8.0,26447,900
933,20105.0,7296,80.0,13.0,1423,27
934,20107.0,338,12.0,19.0,4020,86
935,20109.0,22142,197.0,12.7,1219,16
936,20111.0,670,11.0,16.4,13303,374
937,20115.0,3177,32.0,9.8,5005,72
938,20117.0,912,13.0,9.2,4300,62
939,20113.0,11084,126.0,10.6,11748,193
940,20119.0,3648,47.0,9.3,1713,34
941,20121.0,2748,45.0,7.5,12161,336
942,20123.0,8696,129.0,12.5,2790,28
943,20125.0,1289,22.0,17.5,14382,415
944,20127.0,8828,100.0,9.3,2554,51
945,20129.0,1584,24.0,21.5,1250,39
946,20131.0,10360,167.0,6.2,4115,39
947,20133.0,1669,31.0,14.8,6645,139
948,20135.0,662,11.0,9.9,1365,19
949,20137.0,3572,61.0,10.2,2163,33
950,20139.0,5662,69.0,13.8,6552,146
951,20141.0,824,19.0,15.2,1742,10
952,20143.0,2311,36.0,9.0,2456,57
953,20145.0,4377,62.0,8.5,2665,55
954,20147.0,903,19.0,10.5,2432,21
955,20149.0,1342,23.0,9.3,7878,196
956,20151.0,2368,25.0,11.3,3956,95
957,20153.0,1523,30.0,12.4,1176,17
958,20155.0,6505,63.0,12.8,25794,614
959,20157.0,2086,35.0,10.0,2274,21
960,20159.0,709,10.0,13.2,3906,76
961,20161.0,20815,249.0,20.4,25796,356
962,20163.0,1448,19.0,8.4,2238,28
963,20165.0,2869,28.0,9.0,1511,19
964,20167.0,15202,94.0,13.1,3173,34
965,20169.0,1518,21.0,13.6,22416,615
966,20171.0,865,19.0,11.3,1983,47
967,20173.0,2003,39.0,13.1,193502,6817
968,20175.0,15864,250.0,13.7,7460,423
969,20177.0,1434,34.0,10.9,72600,2061
970,20179.0,160395,1487.0,8.8,1099,18
971,20181.0,7672,62.0,9.0,2608,35
972,20183.0,55694,657.0,10.4,1748,16
973,20185.0,847,17.0,12.7,1907,36
974,20187.0,1651,22.0,15.2,825,26
975,20189.0,704,9.0,13.6,2044,52
976,20191.0,1284,29.0,14.0,9454,259
977,20193.0,459,9.0,9.9,3196,42
978,20195.0,1699,24.0,6.2,1358,15
979,20197.0,6190,74.0,6.5,2737,69
980,20199.0,2737,29.0,15.5,620,9
981,20201.0,837,12.0,9.4,2474,28
982,20203.0,1791,23.0,9.6,891,20
983,20205.0,464,8.0,16.7,3933,102
984,20207.0,1519,24.0,12.7,1524,25
985,20209.0,556,8.0,17.8,58399,3412
986,21001.0,3157,51.0,21.2,7285,186
987,21003.0,919,17.0,18.8,7848,271
988,21005.0,51896,524.0,13.5,8369,290
989,21007.0,6913,111.0,15.7,3397,90
990,21009.0,7661,113.0,20.1,16999,546
991,21011.0,7676,74.0,23.5,4587,188
992,21013.0,1638,36.0,31.7,11787,462
993,21015.0,14896,227.0,6.2,43216,1613
994,21017.0,3961,49.0,14.1,7976,298
995,21019.0,10116,163.0,17.8,19787,829
996,21021.0,45323,320.0,17.1,11075,336
997,21023.0,7109,62.0,18.8,3317,128
998,21025.0,19834,192.0,33.3,5494,235
999,21027.0,10218,143.0,18.6,7827,294
1000,21029.0,2493,28.0,9.7,27673,1312
1001,21031.0,4698,56.0,18.5,5057,178
1002,21033.0,6017,86.0,16.7,5393,184
1003,21035.0,25822,233.0,22.0,15530,297
1004,21037.0,4298,55.0,13.4,36069,1271
1005,21039.0,4644,63.0,17.4,2116,44
1006,21041.0,10447,98.0,24.1,4061,163
1007,21043.0,28667,194.0,25.6,10760,402
1008,21045.0,1232,21.0,26.8,6351,205
1009,21047.0,3966,51.0,18.9,26144,966
1010,21049.0,10563,112.0,15.4,14267,582
1011,21051.0,4815,78.0,36.5,7732,365
1012,21053.0,18628,226.0,22.9,4358,129
1013,21055.0,12810,77.0,15.1,3781,127
1014,21057.0,8801,99.0,28.8,2883,94
1015,21059.0,4214,54.0,15.4,38619,1120
1016,21061.0,2596,52.0,16.3,4857,181
1017,21063.0,2493,33.0,26.3,2773,81
1018,21065.0,35481,407.0,28.2,5984,243
1019,21067.0,2887,51.0,14.7,123043,3163
1020,21069.0,3133,20.0,19.6,5729,167
1021,21071.0,4651,52.0,27.0,16060,591
1022,21073.0,111798,650.0,10.7,20662,619
1023,21075.0,4554,66.0,28.0,2864,109
1024,21077.0,14775,232.0,14.2,3160,168
1025,21079.0,16662,168.0,13.1,6668,237
1026,21081.0,1373,33.0,16.1,8614,521
1027,21083.0,2478,54.0,19.4,14978,416
1028,21085.0,5487,83.0,24.7,10082,323
1029,21087.0,9150,69.0,22.8,4601,147
1030,21089.0,12634,190.0,15.4,14671,605
1031,21091.0,9095,143.0,14.6,3285,100
1032,21093.0,4228,48.0,11.8,39853,1493
1033,21095.0,14619,154.0,34.0,11789,506
1034,21097.0,2894,27.0,18.0,7343,310
1035,21099.0,39585,464.0,23.8,7097,235
1036,21101.0,11161,217.0,18.6,18705,672
1037,21103.0,7730,85.0,17.7,5963,250
1038,21105.0,6127,109.0,18.6,2028,78
1039,21107.0,16061,179.0,19.1,18980,643
1040,21109.0,5736,54.0,31.1,5486,175
1041,21111.0,993,29.0,12.9,309175,10962
1042,21113.0,17602,266.0,12.4,17642,710
1043,21115.0,4807,84.0,23.5,9362,349
1044,21117.0,274736,2496.0,10.2,62768,2313
1045,21119.0,17454,152.0,29.4,6414,277
1046,21121.0,7764,129.0,34.7,12722,492
1047,21123.0,52559,448.0,15.3,5615,187
1048,21125.0,5219,69.0,22.9,23014,925
1049,21127.0,13639,156.0,25.7,6239,259
1050,21129.0,4361,74.0,37.7,2910,97
1051,21131.0,24091,263.0,28.4,4555,196
1052,21133.0,5166,76.0,29.6,10014,376
1053,21135.0,3222,56.0,29.5,5497,195
1054,21137.0,4502,51.0,21.2,9777,338
1055,21139.0,8551,127.0,14.3,3985,139
1056,21141.0,5211,90.0,17.7,10666,374
1057,21143.0,7900,139.0,10.7,3287,91
1058,21151.0,2862,64.0,18.7,31973,954
1059,21153.0,9387,129.0,33.2,5309,161
1060,21155.0,3448,38.0,19.8,7358,232
1061,21157.0,32122,292.0,11.7,13073,338
1062,21159.0,4666,55.0,23.4,4516,175
1063,21161.0,7315,88.0,17.8,7031,258
1064,21145.0,9270,122.0,14.8,28227,774
1065,21147.0,3857,49.0,34.8,6477,256
1066,21149.0,5729,110.0,15.4,3833,112
1067,21163.0,22267,291.0,12.4,10471,459
1068,21165.0,6783,85.0,19.5,2440,96
1069,21167.0,2996,56.0,14.3,8682,316
1070,21169.0,6795,67.0,20.3,4055,111
1071,21171.0,2084,34.0,27.2,4509,148
1072,21173.0,8509,111.0,19.3,10435,439
1073,21175.0,3280,70.0,24.0,4860,139
1074,21177.0,4096,85.0,15.7,12052,459
1075,21179.0,10222,113.0,8.1,16826,578
1076,21181.0,6071,34.0,22.5,2809,108
1077,21183.0,11892,128.0,14.6,9176,349
1078,21185.0,17118,160.0,4.9,19431,644
1079,21187.0,2448,32.0,16.1,4296,160
1080,21189.0,8319,106.0,35.0,1914,82
